metric,sample_id,L,channel,v1,v2,v2_minus_v1
wave_l1,4018-103416-0033,3,dropout-mid,8.207187056540055e-05,0.00029155425727370177,0.00020948238670830122
wave_l1,4018-103416-0033,3,substitution-mid,5.0347298382984185e-06,0.00010816194117069938,0.00010312721133240096
wave_l1,4680-16026-0019,1,dropout-mid,-6.966665387160217e-05,0.000325193628668799,0.00039486028254040115
wave_l1,4680-16026-0019,1,substitution-mid,-0.0003641657531261028,-2.9858201741027324e-06,0.00036117993295200004
wave_l1,4680-16026-0019,2,dropout-mid,-0.00024210847914219943,-0.0014781262725592006,-0.0012360177934170012
wave_l1,4680-16026-0019,2,substitution-mid,0.0006525479257107024,0.0,-0.0006525479257107024
wave_l1,4680-16026-0019,3,dropout-mid,1.6039237380000015e-05,0.0013759657740592991,0.001359926536679299
wave_l1,4680-16026-0019,3,substitution-mid,-2.0703300833702087e-05,-0.0001864060759543991,-0.000165702775120697
wave_l1,5390-30102-0015,1,dropout-mid,-1.553632318969378e-05,-3.874488174919477e-05,-2.320855855950099e-05
wave_l1,5390-30102-0015,1,substitution-mid,-5.694106221189668e-05,3.408454358580504e-05,9.102560579770172e-05
wave_l1,5390-30102-0015,2,dropout-mid,-8.164159953599759e-05,0.00031384453177450006,0.00039548613131049765
wave_l1,5390-30102-0015,2,substitution-mid,-5.910173058520235e-05,0.00010474026203149966,0.00016384199261670201
wave_l1,5390-30102-0015,3,dropout-mid,0.00024390220642089844,0.00023730285465719744,-6.599351763700995e-06
wave_l1,5390-30102-0015,3,substitution-mid,4.106573760509838e-05,-6.258487701304993e-06,-4.732422530640337e-05
wave_l1,8098-278278-0035,1,dropout-mid,2.9940158128800853e-05,1.1809170246054879e-06,-2.8759241104195366e-05
wave_l1,8098-278278-0035,1,substitution-mid,-3.350153565409575e-05,1.1827796697706783e-05,4.532933235180253e-05
wave_l1,8098-278278-0035,2,dropout-mid,0.0006118193268776911,-6.143376231199787e-05,-0.000673253089189689
wave_l1,8098-278278-0035,2,substitution-mid,2.4285167455798118e-05,5.841627717020209e-05,3.413110971440397e-05
wave_l1,8098-278278-0035,3,dropout-mid,-0.00033393315970900103,0.00013560988008970432,0.00046954303979870535
wave_l1,8098-278278-0035,3,substitution-mid,0.00014539808034899626,-8.186325430901281e-06,-0.00015358440577989754
wave_l1,8838-298545-0037,1,dropout-mid,0.0002037957310676991,6.608664989479068e-05,-0.00013770908117290842
wave_l1,8838-298545-0037,1,substitution-mid,-2.4955719709299218e-05,-2.3689121007905434e-05,1.266598701393784e-06
wave_l1,8838-298545-0037,2,dropout-mid,0.00011369958519940118,0.000525584444403697,0.00041188485920429577
wave_l1,8838-298545-0037,2,substitution-mid,-6.302073597910102e-05,6.701052188879883e-05,0.00013003125786789985
wave_l1,8838-298545-0037,3,dropout-mid,0.00014855340123180044,0.00018629804253570206,3.774464130390162e-05
wave_l1,8838-298545-0037,3,substitution-mid,4.2188912630101993e-05,7.916428148739899e-05,3.697536885729699e-05
