version,metric,direction,sample_id,L,channel,base_degradation,lca_degradation,rob_imp
v1,stoi,higher,1455-138263-0040,1,substitution-mid,0.003993563882392026,0.004819766210300447,-0.0008262023279084207
v1,stoi,higher,1455-138263-0040,2,dropout-low,0.006958694273114685,0.004361290828914899,0.002597403444199786
v1,stoi,higher,1455-138263-0040,2,dropout-mid,0.01344829986550422,0.010737438143964106,0.0027108617215401143
v1,stoi,higher,1455-138263-0040,2,substitution-low,0.0007455849235996626,0.0007233561221722251,2.222880142743744e-05
v1,stoi,higher,1455-138263-0040,2,substitution-mid,0.004400026717346406,0.006386993391501172,-0.0019869666741547665
v1,stoi,higher,1455-138263-0040,3,dropout-low,0.004033750967727845,0.0035764253155291525,0.00045732565219869237
v1,stoi,higher,1455-138263-0040,3,dropout-mid,0.009890648535303082,0.00816155310621236,0.0017290954290907212
v1,stoi,higher,1455-138263-0040,3,substitution-low,0.002104542022619893,0.0032752902136067297,-0.0011707481909868367
v1,stoi,higher,1455-138263-0040,3,substitution-mid,0.0029470020996013035,0.007432466727567588,-0.004485464627966285
v1,stoi,higher,311-124404-0119,1,dropout-low,0.0013447779301899443,-0.00026626613275249067,0.001611044062942435
v1,stoi,higher,311-124404-0119,1,dropout-mid,3.8342989381434656e-05,0.001693377902155846,-0.0016550349127744113
v1,stoi,higher,311-124404-0119,1,substitution-low,0.0,0.0,0.0
v1,stoi,higher,311-124404-0119,1,substitution-mid,-0.002341064723720976,0.004371564357004476,-0.006712629080725452
v1,stoi,higher,311-124404-0119,2,dropout-low,0.0015089417205177424,0.002802876427292267,-0.0012939347067745244
v1,stoi,higher,311-124404-0119,2,dropout-mid,0.011146298832392043,0.016496640337109847,-0.005350341504717804
v1,stoi,higher,311-124404-0119,2,substitution-low,0.0,0.0,0.0
v1,stoi,higher,311-124404-0119,2,substitution-mid,0.0013271044893626849,0.0047752699010386035,-0.0034481654116759186
v1,stoi,higher,311-124404-0119,3,dropout-low,0.0012468212829116476,0.0011759747520028174,7.08465309088302e-05
v1,stoi,higher,311-124404-0119,3,dropout-mid,0.01563536644253194,0.005511509080186383,0.010123857362345556
v1,stoi,higher,311-124404-0119,3,substitution-low,0.0,0.0,0.0
v1,stoi,higher,311-124404-0119,3,substitution-mid,0.004574645210676187,0.0034673399217346468,0.0011073052889415402
v1,stoi,higher,4680-16026-0019,1,dropout-low,0.0,0.0,0.0
v1,stoi,higher,4680-16026-0019,1,dropout-mid,0.0017357639016664095,0.012969832692673822,-0.011234068791007412
v1,stoi,higher,4680-16026-0019,1,substitution-low,0.0,0.0,0.0
v1,stoi,higher,4680-16026-0019,1,substitution-mid,0.011815687459567736,0.012114941636048981,-0.0002992541764812451
v1,stoi,higher,4680-16026-0019,2,dropout-low,0.007617962567480818,0.007790253745016851,-0.00017229117753603251
v1,stoi,higher,4680-16026-0019,2,dropout-mid,0.005588510405127978,0.0026346146501040613,0.0029538957550239164
v1,stoi,higher,4680-16026-0019,2,substitution-low,0.0,0.0,0.0
v1,stoi,higher,4680-16026-0019,2,substitution-mid,0.007756010851395989,0.014721268288057865,-0.006965257436661876
v1,stoi,higher,4680-16026-0019,3,dropout-low,0.002977576548772398,0.006895677638702802,-0.003918101089930404
v1,stoi,higher,4680-16026-0019,3,dropout-mid,0.002342661530007284,0.004829898188839832,-0.002487236658832548
v1,stoi,higher,4680-16026-0019,3,substitution-low,0.004159462177031004,0.007782910614025362,-0.0036234484369943587
v1,stoi,higher,4680-16026-0019,3,substitution-mid,-2.6029061530929987e-05,8.024986775378995e-05,-0.00010627892928471994
v1,stoi,higher,8098-278278-0035,1,dropout-low,0.009448201408195467,0.008472465750043123,0.0009757356581523435
v1,stoi,higher,8098-278278-0035,1,dropout-mid,0.014153621536225791,0.013682986418347642,0.0004706351178781487
v1,stoi,higher,8098-278278-0035,1,substitution-low,-6.45892339365961e-05,0.00011601918521375598,-0.00018060841915035208
v1,stoi,higher,8098-278278-0035,1,substitution-mid,0.006335512086566242,0.006954803940175114,-0.0006192918536088721
v1,stoi,higher,8098-278278-0035,2,dropout-low,0.0027162509380306288,0.003921328241998978,-0.0012050773039683493
v1,stoi,higher,8098-278278-0035,2,dropout-mid,0.01853163386120449,0.015161881014313039,0.0033697528468914495
v1,stoi,higher,8098-278278-0035,2,substitution-low,0.001664199570264091,0.0011324249808165598,0.0005317745894475312
v1,stoi,higher,8098-278278-0035,2,substitution-mid,0.0023226255856685363,0.0025889479729978015,-0.0002663223873292653
v1,stoi,higher,8098-278278-0035,3,dropout-low,0.003700491942818074,0.0025696208927751263,0.0011308710500429475
v1,stoi,higher,8098-278278-0035,3,dropout-mid,0.011158888328734018,0.011533753651350787,-0.00037486532261676864
v1,stoi,higher,8098-278278-0035,3,substitution-low,-2.4956517920005084e-06,1.5438608174211943e-05,-1.793425996621245e-05
v1,stoi,higher,8098-278278-0035,3,substitution-mid,0.0047957202745966265,0.005762078431499895,-0.0009663581569032687
v1,si_snr_db,higher,8838-298545-0037,1,dropout-low,0.12410717114219771,0.38043440924351923,-0.2563272381013215
v1,si_snr_db,higher,8838-298545-0037,1,dropout-mid,0.9155573042412941,0.790770807357065,0.12478649688422916
v1,si_snr_db,higher,8838-298545-0037,1,substitution-low,-0.01105443600434608,0.012316702793718548,-0.023371138798064628
v1,si_snr_db,higher,8838-298545-0037,1,substitution-mid,0.023252432661214684,0.04400756139017492,-0.020755128728960237
v1,si_snr_db,higher,8838-298545-0037,2,dropout-low,0.34583307604143787,0.4059961310191628,-0.06016305497772495
v1,si_snr_db,higher,8838-298545-0037,2,dropout-mid,1.0379998822362986,0.9260838632876872,0.11191601894861136
v1,si_snr_db,higher,8838-298545-0037,2,substitution-low,0.0,0.0,0.0
v1,si_snr_db,higher,8838-298545-0037,2,substitution-mid,0.011362027600589186,0.05570031352603222,-0.04433828592544303
v1,si_snr_db,higher,8838-298545-0037,3,dropout-low,0.35605120824207304,0.8236950155815639,-0.46764380733949085
v1,si_snr_db,higher,8838-298545-0037,3,dropout-mid,0.629739288498792,0.586144509844114,0.04359477865467798
v1,si_snr_db,higher,8838-298545-0037,3,substitution-low,0.004031365474191695,0.013921189262482425,-0.00988982378829073
v1,si_snr_db,higher,8838-298545-0037,3,substitution-mid,0.011481068208217593,-0.01639612912366717,0.027877197331884762
v1,si_snr_db,higher,5390-30102-0015,1,dropout-low,0.20595736362722938,0.25908046401998863,-0.05312310039275925
v1,si_snr_db,higher,5390-30102-0015,1,dropout-mid,0.49492989282848043,0.6425235506893108,-0.14759365786083034
v1,si_snr_db,higher,5390-30102-0015,1,substitution-low,-0.004730566805735137,0.001947557097174979,-0.006678123902910116
v1,si_snr_db,higher,5390-30102-0015,1,substitution-mid,0.04713899361853402,0.13773900236702996,-0.09060000874849594
v1,si_snr_db,higher,5390-30102-0015,2,dropout-low,0.08293367714601318,0.12882192960718658,-0.045888252461173396
v1,si_snr_db,higher,5390-30102-0015,2,dropout-mid,0.7654977961865848,0.921106263791851,-0.15560846760526625
v1,si_snr_db,higher,5390-30102-0015,2,substitution-low,-0.0005565055467056101,0.01449664570860243,-0.01505315125530804
v1,si_snr_db,higher,5390-30102-0015,2,substitution-mid,0.09335288354055016,0.11583472617108714,-0.022481842630536986
v1,si_snr_db,higher,5390-30102-0015,3,dropout-low,0.10582908998500118,0.045202973414977254,0.060626116570023925
v1,si_snr_db,higher,5390-30102-0015,3,dropout-mid,0.5561441258310831,0.4237985894281393,0.13234553640294378
v1,si_snr_db,higher,5390-30102-0015,3,substitution-low,0.021265709639514796,0.03925758264935242,-0.017991873009837622
v1,si_snr_db,higher,5390-30102-0015,3,substitution-mid,0.19714213534300118,0.210848984060521,-0.013706848717519815
v1,si_snr_db,higher,4018-103416-0033,1,dropout-low,0.6386801118364385,0.5053213304892361,0.13335878134720236
v1,si_snr_db,higher,4018-103416-0033,1,dropout-mid,0.9490391342092296,0.709105473749643,0.23993366045958664
v1,si_snr_db,higher,4018-103416-0033,1,substitution-low,0.1832502547522378,0.18878100004481752,-0.005530745292579714
v1,si_snr_db,higher,4018-103416-0033,1,substitution-mid,0.1671625872871092,0.0828072256490257,0.08435536163808349
v1,si_snr_db,higher,4018-103416-0033,2,dropout-low,1.5106371746721834,2.1347952562225014,-0.624158081550318
v1,si_snr_db,higher,4018-103416-0033,2,dropout-mid,0.7002405701208381,0.8786960811840014,-0.17845551106316337
v1,si_snr_db,higher,4018-103416-0033,2,substitution-low,-0.0011044501360997216,0.003035176619991198,-0.0041396267560909195
v1,si_snr_db,higher,4018-103416-0033,2,substitution-mid,0.13187635578703194,0.08805381317325356,0.04382254261377838
v1,si_snr_db,higher,4018-103416-0033,3,dropout-low,0.18514170585617595,0.11982332796711503,0.06531837788906092
v1,si_snr_db,higher,4018-103416-0033,3,dropout-mid,1.380351743959352,1.3928645202280103,-0.012512776268658321
v1,si_snr_db,higher,4018-103416-0033,3,substitution-low,0.05644112177818883,0.08847471262224538,-0.03203359084405655
v1,si_snr_db,higher,4018-103416-0033,3,substitution-mid,0.20633851848180296,0.21529367878772732,-0.008955160305924359
v1,si_snr_db,higher,1737-148989-0006,1,dropout-low,-0.0622670137895156,0.07505637506574558,-0.13732338885526119
v1,si_snr_db,higher,1737-148989-0006,1,dropout-mid,0.34239566564174595,0.37304163664449774,-0.030645971002751793
v1,si_snr_db,higher,1737-148989-0006,1,substitution-low,0.0,0.0,0.0
v1,si_snr_db,higher,1737-148989-0006,1,substitution-mid,0.15375552290008088,0.004100597618396762,0.14965492528168411
v1,si_snr_db,higher,1737-148989-0006,2,dropout-low,0.08194034141719087,0.021661426556905283,0.06027891486028558
v1,si_snr_db,higher,1737-148989-0006,2,dropout-mid,0.08367422582099415,-0.03581806866796278,0.11949229448895693
v1,si_snr_db,higher,1737-148989-0006,2,substitution-low,0.0,0.0,0.0
v1,si_snr_db,higher,1737-148989-0006,2,substitution-mid,-0.00590111362524226,0.11530362823892126,-0.12120474186416352
v1,si_snr_db,higher,1737-148989-0006,3,dropout-low,0.06932735394953582,0.18437481493239183,-0.11504746098285601
v1,si_snr_db,higher,1737-148989-0006,3,dropout-mid,1.6521152023373578,1.8909581547611634,-0.2388429524238056
v1,si_snr_db,higher,1737-148989-0006,3,substitution-low,0.0053614570188198485,0.01488185875346204,-0.009520401734642192
v1,si_snr_db,higher,1737-148989-0006,3,substitution-mid,0.08358826379337536,-0.056504569304378194,0.14009283309775356
v1,si_snr_db,higher,1455-138263-0040,1,dropout-low,0.31195102385633433,-0.019226019753878276,0.3311770436102126
v1,si_snr_db,higher,1455-138263-0040,1,dropout-mid,0.9553446335588767,0.6709444677320722,0.2844001658268045
v1,si_snr_db,higher,1455-138263-0040,1,substitution-low,0.0,0.0,0.0
v1,si_snr_db,higher,1455-138263-0040,1,substitution-mid,0.11157090258133451,0.18390477654677717,-0.07233387396544266
v1,si_snr_db,higher,1455-138263-0040,2,dropout-low,0.03616579869750547,0.03735856817720684,-0.0011927694797013721
v1,si_snr_db,higher,1455-138263-0040,2,dropout-mid,0.4891593515115722,0.5466639618905611,-0.05750461037898891
v1,si_snr_db,higher,1455-138263-0040,2,substitution-low,-0.01288046825755984,0.051247879384531014,-0.06412834764209085
v1,si_snr_db,higher,1455-138263-0040,2,substitution-mid,0.04988809517661519,0.05702922830953838,-0.007141133132923194
v1,si_snr_db,higher,1455-138263-0040,3,dropout-low,0.13864135814367318,0.17146012221927553,-0.03281876407560236
v1,si_snr_db,higher,1455-138263-0040,3,dropout-mid,0.4627858696169742,0.5099680819578329,-0.04718221234085873
v1,si_snr_db,higher,1455-138263-0040,3,substitution-low,0.08860388451161372,0.08626872823477094,0.002335156276842776
v1,si_snr_db,higher,1455-138263-0040,3,substitution-mid,0.07785546002536714,0.13772101820906935,-0.059865558183702205
v1,si_snr_db,higher,311-124404-0119,1,dropout-low,0.042930721310158404,-0.038989818123420505,0.08192053943357891
v1,si_snr_db,higher,311-124404-0119,1,dropout-mid,-0.012106740539421068,0.032927398230926386,-0.045034138770347454
v1,si_snr_db,higher,311-124404-0119,1,substitution-low,0.021913390805329058,0.011217509040132967,0.010695881765196091
v1,si_snr_db,higher,311-124404-0119,1,substitution-mid,-0.2737338750104321,0.25221778666826467,-0.5259516616786968
v1,si_snr_db,higher,311-124404-0119,2,dropout-low,0.0725286020985012,0.045315924362189675,0.02721267773631153
v1,si_snr_db,higher,311-124404-0119,2,dropout-mid,0.6263934916066807,0.5961754867356839,0.030218004870996795
v1,si_snr_db,higher,311-124404-0119,2,substitution-low,0.0,0.0,0.0
v1,si_snr_db,higher,311-124404-0119,2,substitution-mid,0.3399489065542525,0.4476059747275203,-0.10765706817326781
v1,si_snr_db,higher,311-124404-0119,3,dropout-low,0.09474162857131552,0.053823228345637464,0.04091840022567805
v1,si_snr_db,higher,311-124404-0119,3,dropout-mid,0.8283153823056151,0.4101547434881544,0.4181606388174607
v1,si_snr_db,higher,311-124404-0119,3,substitution-low,0.0,0.0,0.0
v1,si_snr_db,higher,311-124404-0119,3,substitution-mid,0.09780037474090103,0.0957669388396476,0.002033435901253433
v1,si_snr_db,higher,4680-16026-0019,1,dropout-low,0.0,0.0,0.0
v1,si_snr_db,higher,4680-16026-0019,1,dropout-mid,0.0876959461452296,0.10154519910323423,-0.013849252958004626
v1,si_snr_db,higher,4680-16026-0019,1,substitution-low,0.0,0.0,0.0
v1,si_snr_db,higher,4680-16026-0019,1,substitution-mid,0.2367664839517257,0.4465379694771846,-0.2097714855254589
v1,si_snr_db,higher,4680-16026-0019,2,dropout-low,0.7013992101042748,0.8592561754135697,-0.15785696530929494
v1,si_snr_db,higher,4680-16026-0019,2,dropout-mid,0.19920855406377402,0.3492691567898438,-0.1500606027260698
v1,si_snr_db,higher,4680-16026-0019,2,substitution-low,0.0,0.0,0.0
v1,si_snr_db,higher,4680-16026-0019,2,substitution-mid,1.8240635664117872,1.3639103260223768,0.4601532403894104
v1,si_snr_db,higher,4680-16026-0019,3,dropout-low,0.027521290565863055,0.21191891128810614,-0.18439762072224308
v1,si_snr_db,higher,4680-16026-0019,3,dropout-mid,0.49682572403703773,0.3941561819564967,0.10266954208054102
v1,si_snr_db,higher,4680-16026-0019,3,substitution-low,0.03444215114310545,0.03395201383241542,0.0004901373106900309
v1,si_snr_db,higher,4680-16026-0019,3,substitution-mid,0.0032362452981260503,0.02662764877939061,-0.02339140348126456
v1,si_snr_db,higher,8098-278278-0035,1,dropout-low,0.054097096946465584,0.26343433029944663,-0.20933723335298104
v1,si_snr_db,higher,8098-278278-0035,1,dropout-mid,0.4334679915215798,0.5907362795289437,-0.15726828800736392
v1,si_snr_db,higher,8098-278278-0035,1,substitution-low,0.015178510838200765,0.005868580104245069,0.009309930733955696
v1,si_snr_db,higher,8098-278278-0035,1,substitution-mid,-0.0015743738181193123,-0.028181044403957856,0.026606670585838543
v1,si_snr_db,higher,8098-278278-0035,2,dropout-low,0.657034708844664,0.6905523804630567,-0.0335176716183927
v1,si_snr_db,higher,8098-278278-0035,2,dropout-mid,1.2892759934223395,1.0174069612761911,0.2718690321461483
v1,si_snr_db,higher,8098-278278-0035,2,substitution-low,0.01941323690089078,0.014909384545793491,0.0045038523550972875
v1,si_snr_db,higher,8098-278278-0035,2,substitution-mid,0.0702476803511434,0.060868774315480295,0.009378906035663104
v1,si_snr_db,higher,8098-278278-0035,3,dropout-low,0.22677193364689874,0.29390660629012455,-0.06713467264322581
v1,si_snr_db,higher,8098-278278-0035,3,dropout-mid,1.0144221226798142,1.20228052340285,-0.18785840072303572
v1,si_snr_db,higher,8098-278278-0035,3,substitution-low,0.00036242865462376983,2.6729337685660326e-05,0.0003356993169381095
v1,si_snr_db,higher,8098-278278-0035,3,substitution-mid,0.21739920107360955,0.17724489860925563,0.04015430246435392
v1,corr,higher,8838-298545-0037,1,dropout-low,0.005336314439773615,0.016400218009948786,-0.011063903570175171
v1,corr,higher,8838-298545-0037,1,dropout-mid,0.03882899880409241,0.03386425971984869,0.004964739084243719
v1,corr,higher,8838-298545-0037,1,substitution-low,-0.0004762411117553711,0.0005336999893188477,-0.0010099411010742188
v1,corr,higher,8838-298545-0037,1,substitution-mid,0.001001358032226618,0.001906275749206543,-0.000904917716979925
v1,corr,higher,8838-298545-0037,2,dropout-low,0.01391589641571045,0.01593071222305298,-0.0020148158073425293
v1,corr,higher,8838-298545-0037,2,dropout-mid,0.04258507490158081,0.03695470094680786,0.005630373954772949
v1,corr,higher,8838-298545-0037,2,substitution-low,0.0,0.0,0.0
v1,corr,higher,8838-298545-0037,2,substitution-mid,0.00045228004455566406,0.002158939838409424,-0.0017066597938537598
v1,corr,higher,8838-298545-0037,3,dropout-low,0.012749314308166504,0.02764904499053955,-0.014899730682373047
v1,corr,higher,8838-298545-0037,3,dropout-mid,0.02282559871673584,0.019433915615081787,0.0033916831016540527
v1,corr,higher,8838-298545-0037,3,substitution-low,0.00014209747314453125,0.0004475116729736328,-0.00030541419982910156
v1,corr,higher,8838-298545-0037,3,substitution-mid,0.00040465593338012695,-0.0005260109901428223,0.0009306669235229492
v1,corr,higher,5390-30102-0015,1,dropout-low,0.009050607681274414,0.011181622743606567,-0.0021310150623321533
v1,corr,higher,5390-30102-0015,1,dropout-mid,0.0216902494430542,0.027564346790313776,-0.005874097347259577
v1,corr,higher,5390-30102-0015,1,substitution-low,-0.00020813941955566406,8.445978164672852e-05,-0.0002925992012023926
v1,corr,higher,5390-30102-0015,1,substitution-mid,0.0020742416381835938,0.005955189466476496,-0.003880947828292902
v1,corr,higher,5390-30102-0015,2,dropout-low,0.0032050609588623047,0.005059957504272461,-0.0018548965454101562
v1,corr,higher,5390-30102-0015,2,dropout-mid,0.030287325382232666,0.03710061311721802,-0.0068132877349853516
v1,corr,higher,5390-30102-0015,2,substitution-low,-2.1576881408691406e-05,0.000567018985748291,-0.0005885958671569824
v1,corr,higher,5390-30102-0015,2,substitution-mid,0.003609001636505127,0.00454789400100708,-0.0009388923645019531
v1,corr,higher,5390-30102-0015,3,dropout-low,0.00357973575592041,0.0015121102333068848,0.0020676255226135254
v1,corr,higher,5390-30102-0015,3,dropout-mid,0.01923966407775879,0.014454424381256104,0.0047852396965026855
v1,corr,higher,5390-30102-0015,3,substitution-low,0.0007161498069763184,0.001312851905822754,-0.0005967020988464355
v1,corr,higher,5390-30102-0015,3,substitution-mid,0.006699621677398682,0.007114052772521973,-0.000414431095123291
v1,corr,higher,4018-103416-0033,1,dropout-low,0.02649909257888794,0.021350085735321045,0.0051490068435668945
v1,corr,higher,4018-103416-0033,1,dropout-mid,0.039661288261413574,0.03008204698562622,0.009579241275787354
v1,corr,higher,4018-103416-0033,1,substitution-low,0.007514536380767822,0.007921576499938965,-0.0004070401191711426
v1,corr,higher,4018-103416-0033,1,substitution-mid,0.006851792335510254,0.0034662485122680664,0.0033855438232421875
v1,corr,higher,4018-103416-0033,2,dropout-low,0.04276806116104126,0.05951410531997681,-0.016746044158935547
v1,corr,higher,4018-103416-0033,2,dropout-mid,0.01878833770751953,0.02248680591583252,-0.0036984682083129883
v1,corr,higher,4018-103416-0033,2,substitution-low,-2.8252601623535156e-05,7.283687591552734e-05,-0.0001010894775390625
v1,corr,higher,4018-103416-0033,2,substitution-mid,0.0034018754959106445,0.002128303050994873,0.0012735724449157715
v1,corr,higher,4018-103416-0033,3,dropout-low,0.003532707691192627,0.002279937267303467,0.0012527704238891602
v1,corr,higher,4018-103416-0033,3,dropout-mid,0.029066026210784912,0.029432177543640137,-0.0003661513328552246
v1,corr,higher,4018-103416-0033,3,substitution-low,0.0010654330253602184,0.0016789436340332031,-0.0006135106086729847
v1,corr,higher,4018-103416-0033,3,substitution-mid,0.003944098949432373,0.004129171371460072,-0.0001850724220276989
v1,corr,higher,1737-148989-0006,1,dropout-low,-0.00088661909103388,0.0011513531208038885,-0.0020379722118377686
v1,corr,higher,1737-148989-0006,1,dropout-mid,0.004768654704093905,0.005630657076835688,-0.0008620023727417825
v1,corr,higher,1737-148989-0006,1,substitution-low,0.0,0.0,0.0
v1,corr,higher,1737-148989-0006,1,substitution-mid,0.002163618803024306,6.313621997838803e-05,0.002100482583045918
v1,corr,higher,1737-148989-0006,2,dropout-low,0.0014900565147399902,0.00042361021041870117,0.001066446304321289
v1,corr,higher,1737-148989-0006,2,dropout-mid,0.0015214085578917902,-0.0007025748491287787,0.002223983407020569
v1,corr,higher,1737-148989-0006,2,substitution-low,0.0,0.0,0.0
v1,corr,higher,1737-148989-0006,2,substitution-mid,-0.0001077950000763217,0.0022438764572143,-0.0023516714572906217
v1,corr,higher,1737-148989-0006,3,dropout-low,0.0015639662742615024,0.0044260472059250155,-0.002862080931663513
v1,corr,higher,1737-148989-0006,3,dropout-mid,0.03441436588764191,0.041724652051925604,-0.007310286164283697
v1,corr,higher,1737-148989-0006,3,substitution-low,0.00012134015560150146,0.000360220670700101,-0.00023888051509859953
v1,corr,higher,1737-148989-0006,3,substitution-mid,0.001884371042251587,-0.0013726055622101108,0.0032569766044616977
v1,corr,higher,1455-138263-0040,1,dropout-low,0.011174321174621582,-0.0006680190563201904,0.011842340230941772
v1,corr,higher,1455-138263-0040,1,dropout-mid,0.033427655696868896,0.022706300020217896,0.010721355676651001
v1,corr,higher,1455-138263-0040,1,substitution-low,0.0,0.0,0.0
v1,corr,higher,1455-138263-0040,1,substitution-mid,0.004025101661682073,0.006341099739074707,-0.0023159980773926336
v1,corr,higher,1455-138263-0040,2,dropout-low,0.0016003251075744629,0.0016517043113708496,-5.137920379638672e-05
v1,corr,higher,1455-138263-0040,2,dropout-mid,0.02160012722015381,0.024097979068756104,-0.002497851848602295
v1,corr,higher,1455-138263-0040,2,substitution-low,-0.0005701780319213867,0.002265632152557373,-0.0028358101844787598
v1,corr,higher,1455-138263-0040,2,substitution-mid,0.002207458019256592,0.0025211572647094727,-0.00031369924545288086
v1,corr,higher,1455-138263-0040,3,dropout-low,0.006118118762969971,0.007517337799072266,-0.001399219036102295
v1,corr,higher,1455-138263-0040,3,dropout-mid,0.020454883575439453,0.022423505783081055,-0.0019686222076416016
v1,corr,higher,1455-138263-0040,3,substitution-low,0.003908753395080566,0.0037790536880493164,0.00012969970703125
v1,corr,higher,1455-138263-0040,3,substitution-mid,0.003434419631958008,0.006036102771759033,-0.0026016831398010254
v1,corr,higher,311-124404-0119,1,dropout-low,0.0013056099414824884,-0.0010539442300795954,0.002359554171562084
v1,corr,higher,311-124404-0119,1,dropout-mid,-0.00036901235580449887,0.0008870959281921942,-0.001256108283996693
v1,corr,higher,311-124404-0119,1,substitution-low,0.0006670355796813965,0.00030250847339630127,0.0003645271062850952
v1,corr,higher,311-124404-0119,1,substitution-mid,-0.008438736200332697,0.006725490093231201,-0.015164226293563898
v1,corr,higher,311-124404-0119,2,dropout-low,0.0031848549842834473,0.0019791126251220703,0.001205742359161377
v1,corr,higher,311-124404-0119,2,dropout-mid,0.027617812156677246,0.02617877721786499,0.0014390349388122559
v1,corr,higher,311-124404-0119,2,substitution-low,0.0,0.0,0.0
v1,corr,higher,311-124404-0119,2,substitution-mid,0.014960527420043945,0.019629836082458496,-0.004669308662414551
v1,corr,higher,311-124404-0119,3,dropout-low,0.0037668347358703613,0.002081573009490967,0.0016852617263793945
v1,corr,higher,311-124404-0119,3,dropout-mid,0.033668577671051025,0.0160638689994812,0.017604708671569824
v1,corr,higher,311-124404-0119,3,substitution-low,0.0,0.0,0.0
v1,corr,higher,311-124404-0119,3,substitution-mid,0.003888845443725586,0.0037093758583068848,0.00017946958541870117
v1,corr,higher,4680-16026-0019,1,dropout-low,0.0,0.0,0.0
v1,corr,higher,4680-16026-0019,1,dropout-mid,0.0036237239837646484,0.0038556456565856934,-0.00023192167282104492
v1,corr,higher,4680-16026-0019,1,substitution-low,0.0,0.0,0.0
v1,corr,higher,4680-16026-0019,1,substitution-mid,0.009820640087127686,0.01717740297317505,-0.007356762886047363
v1,corr,higher,4680-16026-0019,2,dropout-low,0.020908117294311523,0.02320951223373413,-0.0023013949394226074
v1,corr,higher,4680-16026-0019,2,dropout-mid,0.00575566291809082,0.009109735488891602,-0.0033540725708007812
v1,corr,higher,4680-16026-0019,2,substitution-low,0.0,0.0,0.0
v1,corr,higher,4680-16026-0019,2,substitution-mid,0.05804318189620972,0.03809809684753418,0.019945085048675537
v1,corr,higher,4680-16026-0019,3,dropout-low,0.0005471706390380859,0.004642188549041748,-0.004095017910003662
v1,corr,higher,4680-16026-0019,3,dropout-mid,0.010261476039886475,0.008757591247558594,0.0015038847923278809
v1,corr,higher,4680-16026-0019,3,substitution-low,0.0006850957870483398,0.0007334351539611816,-4.83393669128418e-05
v1,corr,higher,4680-16026-0019,3,substitution-mid,6.41942024230957e-05,0.0005748867988586426,-0.0005106925964355469
v1,corr,higher,8098-278278-0035,1,dropout-low,0.001444354653358404,0.007553279399871826,-0.006108924746513422
v1,corr,higher,8098-278278-0035,1,dropout-mid,0.011368185281753512,0.016689002513885498,-0.005320817232131986
v1,corr,higher,8098-278278-0035,1,substitution-low,0.00040598213672640715,0.00017023086547851562,0.00023575127124789153
v1,corr,higher,8098-278278-0035,1,substitution-mid,-4.217028617858887e-05,-0.0008186697959899902,0.0007764995098114014
v1,corr,higher,8098-278278-0035,2,dropout-low,0.027417659759521484,0.028803765773773193,-0.001386106014251709
v1,corr,higher,8098-278278-0035,2,dropout-mid,0.05452030897140503,0.04274410009384155,0.011776208877563477
v1,corr,higher,8098-278278-0035,2,substitution-low,0.0007972121238708496,0.0006111860275268555,0.00018602609634399414
v1,corr,higher,8098-278278-0035,2,substitution-mid,0.0028887391090393066,0.002498924732208252,0.0003898143768310547
v1,corr,higher,8098-278278-0035,3,dropout-low,0.008611559867858887,0.010623395442962646,-0.0020118355751037598
v1,corr,higher,8098-278278-0035,3,dropout-mid,0.03963655233383179,0.04513192176818848,-0.0054953694343566895
v1,corr,higher,8098-278278-0035,3,substitution-low,1.3589859008789062e-05,8.940696716308594e-07,1.2695789337158203e-05
v1,corr,higher,8098-278278-0035,3,substitution-mid,0.008252441883087158,0.006373286247253418,0.0018791556358337402
v1,wave_l1,lower,8838-298545-0037,1,dropout-low,0.00016843527555469862,0.0004482716321944982,-0.0002798363566397996
v1,wave_l1,lower,8838-298545-0037,1,dropout-mid,0.0009410418570041934,0.0007372461259364943,0.0002037957310676991
v1,wave_l1,lower,8838-298545-0037,1,substitution-low,2.2709369659493217e-05,5.356594920159774e-05,-3.085657954210452e-05
v1,wave_l1,lower,8838-298545-0037,1,substitution-mid,2.991035580639928e-05,5.48660755156985e-05,-2.4955719709299218e-05
v1,wave_l1,lower,8838-298545-0037,2,dropout-low,0.0005623959004878998,0.0006333515048026969,-7.095560431479714e-05
v1,wave_l1,lower,8838-298545-0037,2,dropout-mid,0.0015183053910732998,0.0014046058058738986,0.00011369958519940118
v1,wave_l1,lower,8838-298545-0037,2,substitution-low,0.0,0.0,0.0
v1,wave_l1,lower,8838-298545-0037,2,substitution-mid,1.6910955309899084e-05,7.99316912890001e-05,-6.302073597910102e-05
v1,wave_l1,lower,8838-298545-0037,3,dropout-low,0.0004894379526375996,0.0006747804582118988,-0.00018534250557429924
v1,wave_l1,lower,8838-298545-0037,3,dropout-mid,0.0012896917760372023,0.0011411383748054019,0.00014855340123180044
v1,wave_l1,lower,8838-298545-0037,3,substitution-low,-1.9928440451698337e-05,6.006285548210144e-05,-7.999129593379978e-05
v1,wave_l1,lower,8838-298545-0037,3,substitution-mid,4.8253685235900845e-05,6.064772605798852e-06,4.2188912630101993e-05
v1,wave_l1,lower,5390-30102-0015,1,dropout-low,0.0001337341964245016,0.00018486380577090178,-5.112960934640018e-05
v1,wave_l1,lower,5390-30102-0015,1,dropout-mid,0.0005429405719042033,0.000558476895093897,-1.553632318969378e-05
